# Logfile created on 2026-03-31 18:27:58 +0200 by logger.rb/v1.5.3
2026-03-31 18:27:58 +0200: Memory Usage (444944K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/IHP__SoC7610/release/v.1.0.0/gds/octowave.gds
2026-03-31 18:27:58 +0200: Memory Usage (444944K) : Ruby Version for klayout: 3.2.3
2026-03-31 18:28:01 +0200: Memory Usage (659588K) : Loading database to memory is complete.
2026-03-31 18:28:01 +0200: Memory Usage (659588K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/IHP__SoC7610/release/v.1.0.0/gds/drc_run_2026_03_31_16_27_33/octowave_octowave_forbidden.lyrdb
2026-03-31 18:28:01 +0200: Memory Usage (659588K) : Evaluate switches.
2026-03-31 18:28:01 +0200: Memory Usage (659588K) : tables selected: forbidden
2026-03-31 18:28:01 +0200: Memory Usage (659588K) : KLayout will use 32 thread(s) in tiling mode.
2026-03-31 18:28:01 +0200: Memory Usage (659588K) : deep mode is enabled.
2026-03-31 18:28:11 +0200: Memory Usage (809760K) : alcustop_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (809760K) : nometfiller_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (809760K) : prboundary_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810024K) : exchange0_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810024K) : exchange0_pin has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810024K) : exchange0_text has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810024K) : exchange1_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810024K) : exchange1_pin has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810288K) : exchange1_text has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810288K) : exchange2_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810288K) : exchange2_pin has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810288K) : exchange2_text has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810288K) : exchange3_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810552K) : exchange3_pin has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810552K) : exchange3_text has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810552K) : exchange4_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810552K) : exchange4_pin has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810552K) : exchange4_text has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810816K) : isonwell_drw has 0 polygons
2026-03-31 18:28:11 +0200: Memory Usage (810816K) : Total no. of polygons in the design is 17247781
2026-03-31 18:28:11 +0200: Memory Usage (810816K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-03-31 18:28:11 +0200: Memory Usage (810816K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-03-31 18:28:11 +0200: Memory Usage (810816K) : The following rules values were missing in tech json and default values were used:
2026-03-31 18:28:11 +0200: Memory Usage (810816K) :   - NW_f1_digibnd
2026-03-31 18:28:11 +0200: Memory Usage (810816K) :   - Cnt_c_digibnd
2026-03-31 18:28:11 +0200: Memory Usage (810816K) :   - Cnt_c_sram
2026-03-31 18:28:11 +0200: Memory Usage (810816K) :   - Sdiod_b
2026-03-31 18:28:11 +0200: Memory Usage (810816K) :   - Sdiod_c
2026-03-31 18:28:11 +0200: Memory Usage (811080K) : Total area of the design is 11222500.0 um^2.
2026-03-31 18:28:11 +0200: Memory Usage (811080K) : The design dimensions are 3350.0 µm * 3350.0 µm.
2026-03-31 18:28:11 +0200: Memory Usage (811080K) : Starting general IHP-SG13G2 derivations.
2026-03-31 18:28:11 +0200: Memory Usage (811080K) : Starting Pwell derivations
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Starting IHP-SG13G2 DRC rules.
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Starting 3.2. FORBIDDEN table
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.biwind
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.pemwind
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.baspoly
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.deepco
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.pempoly
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.empoly
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.ldmos
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.pbiwind
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.nodrc
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.flash
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : Executing rule forbidden.colwind
2026-03-31 18:28:12 +0200: Memory Usage (846644K) : KLayout DRC run for tables 'forbidden' completed in 14.17 seconds
